name,image,diet,course,time,ingredients,instructions
Jalebi,https://static.toiimg.com/photo/53099699.cms,Veg,Dessert,60,"All Purpose Flour, Yogurt, Sugar, Water, Saffron Strands, Cardamom Pods, Oil/Ghee for frying","1. Prepare jalebi batter by mixing all purpose flour and yogurt. Let it ferment for few hours.\n2. Make sugar syrup by dissolving sugar in water. Add saffron strands and cardamom pods. \n3. Pour batter into a piping bag with a small nozzle. Heat oil/ghee in a pan and pipe swirls of batter into the hot oil.\n4. Fry until golden and crispy. Dip hot jalebis in the sugar syrup and serve."
Laddoo,https://m.economictimes.com/thumb/msid-60170732,width-1200,height-900,resizemode-4,imgsize-72679/if-modaks-arent-your-go-to-dessert-on-ganesh-chaturthi-try-this-motichoor-laddoo-recipe.jpg,Veg,Dessert, 30,"Gram Flour (Besan), Sugar, Ghee, Cardamom Powder, Nuts (Almonds, Cashews)", "1. Roast gram flour in ghee until fragrant and golden brown. Add sugar and cardamom powder. Mix well.\n2. Remove from heat and let it cool slightly. Grease your palms with ghee and shape the mixture into small balls or laddoos.\n3. Garnish with chopped nuts and serve."
Masala Dosa,https://i.pinimg.com/originals/e8/dc/7f/e8dc7f0b59b8602ba30621dee3c6291c.jpg,Veg,Breakfast,30,"Rice, Urad Dal, Potato, Onion, Curry Leaves, Mustard Seeds, Chana Dal, Green Chilies, Ginger, Coriander Leaves, Oil, Salt","1. Soak rice and urad dal separately for 4-5 hours. Grind into a smooth batter. Ferment overnight.\n2. Prepare potato masala by sauteing onions, curry leaves, mustard seeds, chana dal, green chilies, ginger and mashed boiled potato. Add salt and coriander leaves.\n3. Heat a dosa tawa and pour a ladleful of batter. Spread it in a circular motion. Drizzle oil around the edges.\n4. Once cooked, flip the dosa and add a spoonful of potato masala. Fold and serve hot with chutney and sambar."
Milkshakes,https://www.dessertfortwo.com/wp-content/uploads/2022/08/How-to-Make-a-Milkshake-11-735x1103.jpg,Veg,Beverage,10,"Milk, Ice Cream, Sugar (optional), Flavouring (Chocolate Syrup, Fruits, Nuts)","1. In a blender, combine milk, ice cream, sugar (optional) and your chosen flavouring.\n2. Blend until smooth and frothy. Pour into glasses and enjoy chilled."
Mysore Pak,https://www.anandsweets.in/cdn/shop/products/SugarfreeMysorePak.png?v=1702379353&width=1946,Veg,Dessert,30,"Gram Flour (Besan), Sugar, Ghee, Cardamom Powder","1. Grease a plate or tray and keep it aside.\n2. In a pan, heat ghee. Add gram flour and roast on low heat until fragrant and golden brown.\n3. In a separate pan, make sugar syrup by dissolving sugar in water. The syrup should be of one string consistency.\n4. Slowly add the hot sugar syrup to the roasted gram flour while continuously stirring. \n5. Add cardamom powder and continue stirring until the mixture thickens and leaves the sides of the pan. Pour onto the greased plate and let it set. Cut into squares and serve."
Noodles,https://tiffycooks.com/wp-content/uploads/2021/09/Screen-Shot-2021-09-21-at-5.21.37-PM.png,Veg/Non-Veg,Main Course,25,"Noodles, Water, Oil, Soy Sauce, Vegetables (Onions, Carrots, Cabbage, Peppers), Ginger Garlic Paste, Salt, Pepper, Vinegar (optional), Chilli Sauce (optional)","1. Cook noodles according to package directions.\n2. Heat oil in a wok or pan. Saute ginger garlic paste and add vegetables. Stir fry until cooked.\n3. Add cooked noodles, soy sauce, salt, pepper, vinegar (optional) and chili sauce (optional). Toss well to combine. Serve hot."
Pancakes,https://www.allrecipes.com/thmb/WqWggh6NwG-r8PoeA3OfW908FUY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21014-Good-old-Fashioned-Pancakes-mfs_001-1fa26bcdedc345f182537d95b6cf92d8.jpg,Veg,Breakfast,20,"All Purpose Flour, Baking Powder, Sugar, Salt, Milk, Eggs, Butter","1. Whisk together all purpose flour, baking powder, sugar and salt.\n2. In another bowl, whisk together milk, eggs and melted butter.\n3. Add the wet ingredients to the dry ingredients and mix until just combined. Do not overmix.\n4. Heat a lightly oiled griddle or pan over medium heat. Pour 1/4 cup of batter for each pancake.\n5. Cook for 2-3 minutes per side, or until golden brown. Serve hot with your favourite toppings."
Paneer Butter Masala,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/07/paneer-butter-masala.jpg.webp,Veg,Main Course,30,"Paneer, Butter, Oil, Cinnamon, Cloves, Cardamom, Bay Leaf, Onions, Ginger Garlic Paste, Green Chilies, Tomatoes, Turmeric, Red Chilli Powder, Coriander Powder, Garam Masala, Kasuri Methi, Cream, Coriander Leaves","1. Heat oil and butter in a pan. Add whole spices and saute for a minute.\n2. Add onions and fry until they turn golden.\n3. Add ginger garlic paste, green chilies and saute for 2 minutes.\n4. Add tomatoes, salt, turmeric, red chili powder, coriander powder and garam masala. Saute until the tomatoes turn soft.\n5. Cool this and blend to a smooth puree.\n6. Pour this back to the pan and cook until the masala smells good.\n7. Add paneer, kasuri methi and cream. Mix well and cook for 2 minutes.\n8. Garnish with coriander leaves and serve paneer butter masala."
Paneer Tikka,https://www.indianhealthyrecipes.com/wp-content/uploads/2015/08/paneer-tikka-recipe-tandoori-paneer-tikka-500x500.jpg,Veg,Appetizer,45,"Paneer, Yogurt, Bell Peppers (Red, Yellow, Green), Onion, Ginger Garlic Paste, Lemon Juice, Turmeric Powder, Red Chilli Powder, Garam Masala, Coriander Powder, Kasuri Methi, Oil","1. Cut paneer and bell peppers into cubes. Marinate with yogurt, ginger garlic paste, lemon juice, turmeric powder, red chili powder, garam masala, coriander powder, kasuri methi, salt and oil. Let it marinate for at least 30 minutes.\n2. Thread marinated paneer, bell peppers and onion pieces onto skewers. \n3. Grill or cook in a preheated oven until lightly charred and cooked through. Serve hot with mint chutney and onion rings."
Pasta,https://www.budgetbytes.com/wp-content/uploads/2017/07/Lighter-Spinach-Alfredo-Pasta-finished-500x500.jpg,Veg/Non-Veg,Main Course,30,"Pasta, Water, Salt, Oil/Butter, Garlic, Onions, Vegetables (optional), Tomato Puree, Herbs (Oregano, Basil), Cheese (Parmesan, Cheddar), Cream (optional)","1. Cook pasta according to package directions.\n2. In a pan, saute garlic and onions in oil/butter. Add vegetables if desired.\n3. Stir in tomato puree, herbs, salt and pepper. Simmer for a few minutes.\n4. Add cooked pasta to the sauce and toss to coat. Add cheese and cream (optional) and mix well. Serve hot."
Pav Bhaji,https://www.cookwithmanali.com/wp-content/uploads/2018/05/Best-Pav-Bhaji-Recipe.jpg,Veg,Main Course,45,"Pav (Dinner Rolls), Potatoes, Cauliflower, Green Peas, Tomatoes, Onions, Ginger Garlic Paste, Green Chilies, Pav Bhaji Masala, Butter, Coriander Leaves","1. Boil potatoes, cauliflower and green peas. Mash them coarsely. \n2. In a pan, saute onions, ginger garlic paste and green chilies. Add chopped tomatoes and cook until soft.\n3. Add mashed vegetables, pav bhaji masala and salt. Cook for few minutes.\n4. Serve hot with buttered and toasted pav, chopped onions and lemon wedges."
Pizza,https://upload.wikimedia.org/wikipedia/commons/9/91/Pizza-3007395.jpg,Veg/Non-Veg,Main Course,45,"Pizza Dough, Pizza Sauce, Cheese (Mozzarella), Toppings (Vegetables, Meats, etc.)","1. Preheat oven to desired temperature. Prepare your chosen pizza dough.\n2. Spread pizza sauce evenly over the dough. Sprinkle with cheese and add your desired toppings.\n3. Bake in the preheated oven until the crust is golden brown and the cheese is melted and bubbly."
Sushi,https://cdn.britannica.com/52/128652-050-14AD19CA/Maki-zushi.jpg,Veg/Non-Veg,Appetizer,60,"Sushi Rice, Nori (Seaweed Sheets), Sushi Vinegar, Fillings (Fish, Seafood, Vegetables, Avocado), Soy Sauce, Wasabi, Pickled Ginger","1. Rinse and cook sushi rice. Season with sushi vinegar.\n2. Lay a sheet of nori on a sushi mat. Spread a thin layer of rice over the nori.\n3. Arrange your chosen fillings over the rice.\n4. Using the mat, roll the sushi tightly. Cut into pieces and serve with soy sauce, wasabi and pickled ginger."
Tacos,https://www.allrecipes.com/thmb/qWvc3DAtgp4sVE40nPKQiTW0OoI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/70935-taqueria-style-tacos-mfs-1x2-40-691efd4df7f14cdd8280ca9d7a62692e.jpg,Veg/Non-Veg,Main Course,30,"Tortillas, Filling (Meat, Seafood, Beans, Vegetables), Toppings (Salsa, Onions, Cilantro, Lime Wedges)","1. Prepare your chosen filling. Warm the tortillas.\n2. Fill the tortillas with the chosen filling and top with desired toppings.\n3. Serve immediately."
Veg Biryani,https://www.indianhealthyrecipes.com/wp-content/uploads/2019/04/veg-biryani-recipe-300x225.jpg.webp,Veg,Main Course,60,"Basmati Rice, Water, Salt, Oil, Bay Leaf, Cinnamon, Cloves, Cardamom, Star Anise, Shah Jeera, Ginger Garlic Paste, Green Chilies, Mint Leaves, Coriander Leaves, Onions, Tomatoes, Turmeric, Red Chilli Powder, Garam Masala, Curd, Carrots, Beans, Potatoes, Cauliflower, Green Peas, Lemon Juice, Saffron, Milk, Ghee, Coriander Leaves, Mint Leaves, Fried Onions","1. Wash and soak basmati rice for 30 minutes. Drain and set aside.\n2. Heat oil in a heavy bottom pot or pressure cooker. Add whole spices and saute for a minute.\n3. Add ginger garlic paste, green chilies, mint and coriander leaves. Saute for 2 minutes.\n4. Add onions and fry until they turn golden.\n5. Add tomatoes, salt, turmeric, red chili powder, garam masala and curd. Saute until the tomatoes turn soft and the masala smells good.\n6. Add all the veggies and saute for 2 to 3 minutes.\n7. Pour water and bring it to a boil. Taste the water and adjust salt.\n8. Add drained rice and cook until the rice is 70% cooked.\n9. Add saffron soaked in milk, ghee, coriander and mint leaves.\n10. Cover the pot with a moist cloth and a tight lid. Dum cook on a low flame for 15 minutes.\n11. Serve veg biryani with raita."
